voyage_id,vessel_type,dwt,n_ports,nz_dest_port,cluster_k,p_invasion,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port
1890,Container,22314.0,5,TAURANGA,2,0.0001869017,"[0.999921, 0.999948, 1.0, 1.0]","[0.36870864, 0.39822683, 0.45224499, 0.48622814]","[0.00011601, 0.00011601, 0.00010437, 0.00010437]","[4.27695e-05, 4.61947e-05, 4.72018e-05, 5.07487e-05]"
1891,RoRo,12988.0,7,AUCKLAND,0,0.0003231836,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999913]","[0.21429854, 0.27734651, 0.35141384, 0.45009319, 0.60576665, 0.73803402]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[2.37078e-05, 3.06828e-05, 3.88769e-05, 5.02914e-05, 8.09932e-05, 9.86727e-05]"
1892,Container,34965.0,5,TAURANGA,1,0.0001702328,"[1.0, 1.0, 1.0, 1.0]","[0.31006692, 0.34277175, 0.3916162, 0.44835409]","[0.00011482, 0.00011482, 0.00010419, 0.00012152]","[3.56017e-05, 3.93569e-05, 4.08028e-05, 5.44821e-05]"
1893,Container,48015.0,5,AUCKLAND,0,0.0002550199,"[1.0, 1.0, 1.0, 1.0]","[0.46014759, 0.49485043, 0.53349175, 0.57142749]","[0.00013195, 0.00011623, 0.00013195, 0.00011623]","[6.07174e-05, 5.75155e-05, 7.03954e-05, 6.64159e-05]"
1894,General Cargo,58018.0,5,WELLINGTON,4,0.0003146696,"[1.0, 1.0, 1.0, 0.999994]","[0.5675297, 0.66141589, 0.72735746, 0.94262072]","[0.00012132, 0.00010536, 0.00010536, 0.00010558]","[6.88554e-05, 6.96899e-05, 7.66378e-05, 9.95234e-05]"
1895,Container,22968.0,5,AUCKLAND,3,0.0001952579,"[1.0, 1.0, 1.0, 1.0]","[0.33439532, 0.36278015, 0.39634242, 0.42620099]","[0.00011623, 0.00013195, 0.00013195, 0.00013195]","[3.88661e-05, 4.78696e-05, 5.22982e-05, 5.62381e-05]"
1896,Container,41350.0,7,TAURANGA,1,0.0002888894,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.28566779, 0.31738938, 0.33351012, 0.41671989, 0.48450633, 0.54348212]","[0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[3.47131e-05, 3.64425e-05, 4.0719e-05, 4.8204e-05, 5.61777e-05, 7.26673e-05]"
1897,Container,53870.0,6,AUCKLAND,0,0.0003033594,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.40212843, 0.4288378, 0.4624399, 0.50753215, 0.56577165]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623]","[5.30617e-05, 5.65861e-05, 6.10199e-05, 6.69699e-05, 6.57585e-05]"
1898,Container,21206.0,7,AUCKLAND,0,0.0002406084,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25637132, 0.28044153, 0.30717956, 0.32695858, 0.35623129, 0.40882271]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[2.97975e-05, 3.70049e-05, 4.0533e-05, 4.31429e-05, 4.14041e-05, 4.875e-05]"
1899,RoRo,18865.0,7,AUCKLAND,0,0.0004304894,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.34014115, 0.42077661, 0.50503297, 0.58528, 0.66244422, 0.85248645]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[4.48823e-05, 5.55224e-05, 6.66402e-05, 7.72289e-05, 8.74109e-05, 9.88809e-05]"
1900,Reefer,10621.0,5,TAURANGA,1,0.0002450303,"[1.0, 1.0, 0.999493, 0.999989]","[0.29028695, 0.42146565, 0.56122066, 0.71637668]","[0.00012209, 0.00011567, 0.00011601, 0.00013371]","[3.54418e-05, 4.87529e-05, 6.50726e-05, 9.57845e-05]"
1901,Container,65937.0,7,AUCKLAND,0,0.0004056336,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.46207958, 0.49049717, 0.53219411, 0.55639195, 0.59309681, 0.62642131]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.37066e-05, 6.47221e-05, 7.02241e-05, 7.34171e-05, 6.89345e-05, 7.46976e-05]"
1902,RoRo,28084.0,7,AUCKLAND,1,0.0003636531,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.30308863, 0.38256473, 0.4660062, 0.56555284, 0.65787181, 0.74187583]","[0.00012152, 0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[3.68301e-05, 4.39259e-05, 5.35066e-05, 5.89254e-05, 7.99418e-05, 9.05774e-05]"
1903,General Cargo,55807.0,7,TAURANGA,1,0.0003566796,"[1.0, 0.854803, 1.0, 1.0, 1.0, 0.999493]","[0.24384742, 0.38397189, 0.47212823, 0.51636167, 0.66303844, 0.80848091]","[9.591e-05, 0.00013909, 0.00011482, 0.00012209, 0.00011567, 0.00011601]","[2.3387e-05, 4.56519e-05, 5.42095e-05, 6.30438e-05, 7.66968e-05, 9.37421e-05]"
1904,Container,12502.0,7,TAURANGA,3,0.0001798955,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.20857963, 0.23162087, 0.25460646, 0.28440529, 0.31476723, 0.36743614]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[2.14646e-05, 2.38358e-05, 2.62012e-05, 2.92677e-05, 3.65152e-05, 4.26243e-05]"
1905,Other,5488.0,5,NEW PLYMOUTH,0,0.0001289107,"[1.0, 1.0, 1.0, 0.999995]","[0.1632566, 0.21853369, 0.28655069, 0.34869745]","[8.382e-05, 0.00013117, 0.00013117, 0.00014047]","[1.36836e-05, 2.86647e-05, 3.75864e-05, 4.8982e-05]"
1906,Container,47087.0,7,TAURANGA,1,0.0003563861,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999965]","[0.33888078, 0.35459853, 0.44454927, 0.51507276, 0.58815536, 0.63161319]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371]","[3.89101e-05, 4.32938e-05, 5.14231e-05, 5.97219e-05, 7.86404e-05, 8.44489e-05]"
1907,Container,53142.0,7,TAURANGA,1,0.0003230675,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.33642842, 0.37985272, 0.43445716, 0.51212736, 0.53416269, 0.55771001]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.86286e-05, 3.95772e-05, 5.27934e-05, 5.88022e-05, 6.52172e-05, 6.80921e-05]"
1908,Container,51533.0,7,AUCKLAND,0,0.0003559365,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.36647825, 0.39902145, 0.43661258, 0.47607975, 0.49519363, 0.63183304]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.83576e-05, 5.26517e-05, 5.7612e-05, 5.53338e-05, 5.75554e-05, 8.44784e-05]"
1909,Container,51807.0,7,AUCKLAND,1,0.000283902,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.998457]","[0.30140208, 0.32553532, 0.36193086, 0.37912357, 0.47386509, 0.60706364]","[0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601]","[3.14033e-05, 3.95577e-05, 4.15567e-05, 4.62881e-05, 5.48142e-05, 7.03151e-05]"
1910,RoRo,16702.0,7,AUCKLAND,0,0.0003794041,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.29284512, 0.36234496, 0.44007041, 0.51682361, 0.59020689, 0.76614658]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.86415e-05, 4.78122e-05, 5.80682e-05, 6.8196e-05, 7.7879e-05, 8.88662e-05]"
1911,General Cargo,20202.0,5,AUCKLAND,2,0.000316509,"[0.999862, 1.0, 1.0, 1.0]","[0.5384389, 0.66643275, 0.76893879, 0.90148448]","[0.00011601, 0.00010437, 0.00010437, 0.00011567]","[6.24541e-05, 6.95571e-05, 8.02559e-05, 0.000104279]"
1912,Container,110387.0,7,TAURANGA,1,0.0004060439,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.48243255, 0.50396972, 0.56109196, 0.59452864, 0.65396268, 0.67412014]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[5.53927e-05, 5.78656e-05, 5.84606e-05, 7.22446e-05, 7.98438e-05, 8.23049e-05]"
1913,Container,43177.0,7,TAURANGA,1,0.0003623936,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.31230731, 0.39440078, 0.45717695, 0.52358891, 0.57302743, 0.62144719]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.5859e-05, 4.56222e-05, 5.30089e-05, 7.00074e-05, 7.66158e-05, 8.13341e-05]"
1914,Passenger,36644.0,6,GISBORNE,4,0.0004391545,"[1.0, 1.0, 0.999998, 0.99999, 0.999998]","[0.46603477, 0.56723787, 0.72034987, 0.81941245, 0.90476511]","[0.00011063, 0.00011174, 0.00013371, 0.00013371, 0.00013088]","[5.15574e-05, 6.33806e-05, 9.63165e-05, 0.0001095611, 0.0001184143]"
1915,Reefer,10318.0,5,AUCKLAND,0,0.0002493303,"[1.0, 1.0, 1.0, 1.0]","[0.33626537, 0.44279036, 0.54029435, 0.6362531]","[0.0001061, 0.00013195, 0.00013195, 0.00013195]","[3.56779e-05, 5.84271e-05, 7.1293e-05, 8.39549e-05]"
1916,Reefer,12354.0,5,AUCKLAND,0,0.0002866487,"[1.0, 1.0, 1.0, 1.0]","[0.39435994, 0.49547837, 0.5962044, 0.68655677]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[5.20366e-05, 6.53794e-05, 7.86704e-05, 9.05926e-05]"
1917,Container,93591.0,7,TAURANGA,1,0.0003947583,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.42457401, 0.44263634, 0.47098544, 0.51772979, 0.56582287, 0.63596717]","[0.00012209, 0.00012209, 0.00012209, 0.0001346, 0.0001346, 0.0001346]","[5.18372e-05, 5.40425e-05, 5.75037e-05, 6.9684e-05, 7.61571e-05, 8.55982e-05]"
1918,Container,110387.0,7,TAURANGA,1,0.0004141189,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.47313179, 0.52818457, 0.57830845, 0.63096254, 0.65402644, 0.67376252]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[5.43248e-05, 5.5032e-05, 7.02736e-05, 7.24468e-05, 7.98516e-05, 8.22612e-05]"
1919,Container,43197.0,7,TAURANGA,1,0.000345984,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.28215803, 0.36694631, 0.43544307, 0.4884748, 0.55786026, 0.60858344]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[3.35468e-05, 4.24464e-05, 5.04889e-05, 6.53124e-05, 7.45879e-05, 7.96506e-05]"
1920,Bulker,31939.0,6,WELLINGTON,4,0.0002507808,"[1.0, 1.0, 1.0, 1.0, 0.999994]","[0.12472659, 0.27449898, 0.50512332, 0.6915421, 0.92953026]","[0.00012132, 0.00010536, 8.967e-05, 9.156e-05, 0.00010558]","[1.51324e-05, 2.89225e-05, 4.52919e-05, 6.33158e-05, 9.81413e-05]"
1921,Container,53870.0,6,LYTTELTON,0,0.0002408071,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.43023399, 0.45812963, 0.47777092, 0.51272247, 0.55609538]","[0.00010536, 0.00010536, 0.00010536, 8.967e-05, 9.156e-05]","[4.53315e-05, 4.82707e-05, 5.03402e-05, 4.59733e-05, 5.09147e-05]"
1922,Container,53176.0,5,NELSON,1,0.0001975251,"[1.0, 1.0, 1.0, 0.999936]","[0.44863397, 0.4673401, 0.58305716, 0.6941635]","[8.676e-05, 9.888e-05, 8.787e-05, 8.814e-05]","[3.8922e-05, 4.621e-05, 5.12304e-05, 6.11772e-05]"
1923,RoRo,14906.0,7,AUCKLAND,0,0.0003531148,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.26177172, 0.34125509, 0.42392659, 0.51451279, 0.59764577, 0.78411729]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[2.58395e-05, 3.36853e-05, 5.5938e-05, 6.78911e-05, 7.88606e-05, 9.09507e-05]"
1924,Container,30700.0,7,AUCKLAND,0,0.0002922532,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.30005327, 0.32735264, 0.35960082, 0.40410185, 0.45392373, 0.48155624]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[3.95927e-05, 4.31949e-05, 4.74501e-05, 5.33221e-05, 5.27587e-05, 5.59703e-05]"
1925,RoRo,14906.0,6,AUCKLAND,0,0.0003131225,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.34352638, 0.42764697, 0.50812192, 0.606153, 0.71552567]","[9.871e-05, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[3.39095e-05, 5.64289e-05, 6.70478e-05, 7.0452e-05, 8.53228e-05]"
1926,Container,12502.0,7,TAURANGA,3,0.0001740029,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.19943211, 0.21744385, 0.24405169, 0.2752818, 0.31106941, 0.35847813]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[2.05233e-05, 2.23768e-05, 2.5115e-05, 2.83289e-05, 3.60862e-05, 4.15851e-05]"
1927,Container,43177.0,7,TAURANGA,1,0.0003117082,"[1.0, 0.854803, 1.0, 0.999493, 0.999989, 0.999965]","[0.26267886, 0.29344635, 0.38042584, 0.45071704, 0.53388355, 0.57806811]","[0.00012152, 0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371]","[3.19196e-05, 3.48889e-05, 4.40057e-05, 5.22599e-05, 7.13839e-05, 7.72897e-05]"
1928,Container,30420.0,7,AUCKLAND,0,0.0003075073,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.314062, 0.34227571, 0.37541068, 0.41473811, 0.43523157, 0.54310162]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.14411e-05, 4.5164e-05, 4.95362e-05, 4.82042e-05, 5.05861e-05, 7.26147e-05]"
1929,Bulker,38852.0,5,GISBORNE,3,0.000321742,"[1.0, 1.0, 1.0, 0.999998]","[0.3695664, 0.60259851, 0.72163855, 0.91793004]","[0.00011623, 0.00011623, 0.00011924, 0.00013371]","[4.2954e-05, 7.00389e-05, 8.60518e-05, 0.0001227345]"
1930,Container,30721.0,5,AUCKLAND,0,0.000207964,"[1.0, 1.0, 1.0, 1.0]","[0.38503812, 0.41912903, 0.44501328, 0.48136024]","[9.871e-05, 0.00013195, 0.00013195, 0.00011623]","[3.80071e-05, 5.5305e-05, 5.87204e-05, 5.59476e-05]"
1931,Container,69107.0,5,NAPIER,0,0.0002764066,"[0.999996, 0.999982, 0.999999, 0.999983]","[0.52009057, 0.58534896, 0.6262947, 0.67952591]","[0.00010558, 0.00010558, 0.00014047, 0.00010558]","[5.49121e-05, 6.18013e-05, 8.79769e-05, 7.17446e-05]"
1932,Container,38004.0,5,AUCKLAND,4,0.0002248783,"[1.0, 1.0, 1.0, 0.999965]","[0.36820055, 0.42513836, 0.47794691, 0.58156314]","[0.00011063, 0.00011623, 0.00011924, 0.00013371]","[4.0734e-05, 4.9413e-05, 5.69928e-05, 7.77571e-05]"
1933,Container,52190.0,7,AUCKLAND,0,0.000355777,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.36477839, 0.39875258, 0.44534801, 0.50696321, 0.53277289, 0.66358532]","[0.00013195, 9.871e-05, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.81333e-05, 3.93609e-05, 5.87646e-05, 5.89233e-05, 6.19232e-05, 8.87238e-05]"
1934,RoRo,22514.0,6,AUCKLAND,0,0.0004173881,"[1.0, 1.0, 1.0, 0.999965, 0.999913]","[0.43140712, 0.50955583, 0.60670993, 0.79077558, 0.89159878]","[0.00013195, 0.00013195, 0.00011267, 0.00013371, 0.00013371]","[5.69251e-05, 6.7237e-05, 6.83609e-05, 0.0001057296, 0.0001192038]"
1935,Container,39383.0,7,AUCKLAND,0,0.0003404122,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.38043765, 0.40691764, 0.44185192, 0.4671286, 0.50100949, 0.53986337]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.42175e-05, 5.36936e-05, 5.83033e-05, 6.16386e-05, 5.82314e-05, 6.4376e-05]"
1936,RoRo,43878.0,7,AUCKLAND,1,0.0003931116,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.39780027, 0.47282627, 0.59768631, 0.65827274, 0.70597276, 0.75206018]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00011482, 0.00011482]","[3.81524e-05, 4.5348e-05, 6.22734e-05, 7.99905e-05, 8.10595e-05, 8.63512e-05]"
1937,Bulker,39777.0,7,TAURANGA,3,0.0003061484,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05983905, 0.15017794, 0.32919252, 0.56039635, 0.66333642, 0.74522104]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 9.871e-05]","[7.8959e-06, 1.98163e-05, 4.34376e-05, 7.39455e-05, 8.75286e-05, 7.35608e-05]"
1938,RoRo,12988.0,5,AUCKLAND,0,0.0002538056,"[1.0, 1.0, 1.0, 1.0]","[0.39130864, 0.47979112, 0.58727479, 0.68472122]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195]","[3.86261e-05, 4.73602e-05, 7.74922e-05, 9.03504e-05]"
1939,Tanker,21028.0,5,NEW PLYMOUTH,0,0.0001827528,"[1.0, 1.0, 1.0, 1.0]","[0.15218491, 0.39157568, 0.68666495, 0.9074162]","[8.382e-05, 8.382e-05, 8.382e-05, 8.776e-05]","[1.27556e-05, 3.28204e-05, 5.75537e-05, 7.96343e-05]"
1940,General Cargo,12672.0,6,AUCKLAND,0,0.0003279117,"[1.0, 1.0, 1.0, 1.0, 0.999862]","[0.29374657, 0.38126753, 0.48966929, 0.59927191, 0.82071864]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.87605e-05, 5.03091e-05, 6.46129e-05, 7.90752e-05, 9.51961e-05]"
1941,General Cargo,5642.0,6,AUCKLAND,2,0.0001766227,"[0.999862, 1.0, 1.0, 1.0, 1.0]","[0.186489, 0.23927518, 0.30018022, 0.384156, 0.46909463]","[0.00011601, 0.00010437, 0.00010437, 0.00011567, 0.00011567]","[2.16311e-05, 2.49737e-05, 3.13305e-05, 4.44371e-05, 5.42624e-05]"
1942,Container,30337.0,5,TAURANGA,1,0.0002323688,"[1.0, 0.999493, 0.999989, 0.999965]","[0.35441956, 0.42797976, 0.49494912, 0.56535265]","[0.00011567, 0.00011601, 0.00013371, 0.00013371]","[4.09974e-05, 4.96236e-05, 6.61781e-05, 7.55896e-05]"
1943,Bulker,28250.0,7,NAPIER,0,0.0002924406,"[1.0, 1.0, 0.999996, 0.999982, 0.999983, 0.999999]","[0.04979504, 0.12652454, 0.31000001, 0.53744117, 0.68521142, 0.82385237]","[8.382e-05, 8.498e-05, 0.00010558, 0.00010558, 0.00010558, 0.00014047]","[4.1736e-06, 1.07515e-05, 3.27304e-05, 5.67432e-05, 7.23449e-05, 0.0001157282]"
1944,RoRo,22815.0,5,AUCKLAND,0,0.0003645381,"[1.0, 1.0, 1.0, 1.0]","[0.57852236, 0.66167647, 0.73581522, 0.78701674]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[7.63372e-05, 8.73096e-05, 9.70924e-05, 0.0001038485]"
1945,Bulker,38652.0,7,NEW PLYMOUTH,4,0.00025409,"[1.0, 1.0, 1.0, 0.999975, 0.999861, 0.999995]","[0.04284513, 0.10819742, 0.25782401, 0.50477122, 0.61056954, 0.72466551]","[8.382e-05, 8.382e-05, 8.498e-05, 0.00010558, 0.00010558, 0.00014047]","[3.5911e-06, 9.0687e-06, 2.19088e-05, 5.32936e-05, 6.44563e-05, 0.0001017948]"
1946,Container,8252.0,7,AUCKLAND,2,0.0001520062,"[0.999862, 1.0, 1.0, 0.999993, 0.99997, 0.999659]","[0.16502624, 0.18518266, 0.20555576, 0.23568371, 0.26486331, 0.29340953]","[0.00011601, 0.00010437, 0.00010437, 0.00011601, 0.00011601, 0.00011601]","[1.91416e-05, 1.93279e-05, 2.14543e-05, 2.73408e-05, 3.07251e-05, 3.4026e-05]"
1947,General Cargo,8378.0,7,AUCKLAND,2,0.0002456507,"[0.999903, 0.999862, 1.0, 1.0, 1.0, 0.999659]","[0.16958356, 0.22103074, 0.28924634, 0.3878878, 0.47618379, 0.60556318]","[0.00011601, 0.00011601, 0.00010437, 0.00011567, 0.00011567, 0.00011601]","[1.9671e-05, 2.56376e-05, 3.01893e-05, 4.48688e-05, 5.50824e-05, 7.02257e-05]"
1948,Bulker,34327.0,5,TAURANGA,4,0.0003327541,"[1.0, 1.0, 0.999989, 0.999968]","[0.32194205, 0.57577218, 0.83009705, 0.9113633]","[0.00011063, 0.00011174, 0.00013371, 0.00013371]","[3.56164e-05, 6.43342e-05, 0.0001109896, 0.0001218529]"
1949,Reefer,12354.0,5,AUCKLAND,4,0.0002540776,"[1.0, 1.0, 1.0, 1.0]","[0.38432958, 0.46966147, 0.56999405, 0.67068913]","[0.00013195, 0.00013195, 0.00013195, 9.871e-05]","[5.07131e-05, 6.19728e-05, 7.52119e-05, 6.62038e-05]"
1950,Container,21206.0,5,AUCKLAND,0,0.0001882017,"[1.0, 1.0, 1.0, 1.0]","[0.32070866, 0.34765452, 0.38564685, 0.41059547]","[0.00011623, 0.00013195, 0.00013195, 0.00013195]","[3.72753e-05, 4.58737e-05, 5.08869e-05, 5.41789e-05]"
1951,Container,31756.0,7,AUCKLAND,0,0.0002524086,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.24885776, 0.27381899, 0.30214451, 0.32935873, 0.34640297, 0.48656415]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[3.28373e-05, 3.6131e-05, 3.98686e-05, 3.82807e-05, 4.02617e-05, 6.50554e-05]"
1952,RoRo,14906.0,7,AUCKLAND,0,0.0003246714,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.24849842, 0.3119547, 0.38462573, 0.46841784, 0.54723215, 0.72955745]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[2.45293e-05, 3.07931e-05, 5.07522e-05, 6.18087e-05, 7.22084e-05, 8.46222e-05]"
1953,Container,24615.0,7,TAURANGA,0,0.0002773143,"[1.0, 1.0, 1.0, 0.999989, 0.999965, 0.999999]","[0.25998748, 0.28237825, 0.30353492, 0.38341507, 0.44214118, 0.49997848]","[0.00013195, 0.00013195, 9.871e-05, 0.00013371, 0.00013371, 0.00013088]","[3.43059e-05, 3.72604e-05, 2.9962e-05, 5.12652e-05, 5.91158e-05, 6.54365e-05]"
1954,RoRo,16702.0,5,AUCKLAND,0,0.000303602,"[1.0, 1.0, 1.0, 1.0]","[0.48229003, 0.56776912, 0.66289361, 0.7382454]","[0.00013195, 0.00013195, 0.00011623, 0.00011924]","[6.36392e-05, 7.49183e-05, 7.70468e-05, 8.8032e-05]"
1955,Bulker,36888.0,7,TIMARU,4,0.0002089972,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999993]","[0.04698019, 0.11961345, 0.28495553, 0.48117677, 0.58428456, 0.74192593]","[8.967e-05, 0.00010536, 8.382e-05, 8.382e-05, 8.498e-05, 0.00010558]","[4.2125e-06, 1.2603e-05, 2.38839e-05, 4.03305e-05, 4.96501e-05, 7.83336e-05]"
1956,RoRo,22815.0,6,AUCKLAND,0,0.0003915415,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.47840041, 0.57371873, 0.65739445, 0.73628002, 0.78701674]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013195]","[4.72229e-05, 5.66318e-05, 8.67446e-05, 9.71537e-05, 0.0001038485]"
1957,Container,8252.0,6,AUCKLAND,1,9.51644e-05,"[1.0, 1.0, 1.0, 1.0, 0.999902]","[0.11870718, 0.13272042, 0.15488177, 0.1726483, 0.24784397]","[9.704e-05, 9.704e-05, 9.704e-05, 0.00013092, 0.00013371]","[1.15196e-05, 1.28795e-05, 1.50301e-05, 2.2603e-05, 3.31355e-05]"
1958,Bulker,38859.0,5,NELSON,4,0.0002199434,"[1.0, 1.0, 1.0, 1.0]","[0.26760558, 0.47903416, 0.64707156, 0.74858118]","[8.382e-05, 8.382e-05, 0.00012132, 0.00010536]","[2.24297e-05, 4.01509e-05, 7.85058e-05, 7.8874e-05]"
1959,Container,27025.0,6,TAURANGA,1,0.0001747989,"[0.854803, 1.0, 1.0, 1.0, 1.0]","[0.23529138, 0.25470347, 0.2831165, 0.34735627, 0.40235681]","[0.00013909, 0.00011482, 0.00011482, 0.00010419, 0.00012152]","[2.79747e-05, 2.92449e-05, 3.25073e-05, 3.61913e-05, 4.88927e-05]"
1960,Container,30721.0,6,AUCKLAND,0,0.0002680226,"[1.0, 1.0, 1.0, 1.0, 0.999965]","[0.33075605, 0.37811222, 0.42031383, 0.44441949, 0.55352356]","[0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.3644e-05, 4.98927e-05, 4.88523e-05, 5.1654e-05, 7.40081e-05]"
1961,Container,40278.0,5,AUCKLAND,0,0.0002475564,"[1.0, 1.0, 1.0, 1.0]","[0.43336984, 0.4712163, 0.4992903, 0.53631511]","[0.00013195, 0.00013195, 0.00013195, 0.00011623]","[5.71841e-05, 6.2178e-05, 6.58824e-05, 6.23349e-05]"
1962,Container,27025.0,5,TAURANGA,1,0.0002012177,"[1.0, 1.0, 1.0, 0.999493]","[0.33825037, 0.35893129, 0.45840799, 0.54408646]","[0.00012209, 0.00012209, 0.00011567, 0.00011601]","[4.12978e-05, 4.38228e-05, 5.30262e-05, 6.3086e-05]"
1963,General Cargo,8378.0,7,AUCKLAND,2,0.0002279691,"[0.999903, 1.0, 1.0, 1.0, 1.0, 0.999659]","[0.15721731, 0.20804649, 0.26909564, 0.35235062, 0.43102526, 0.59789173]","[0.00011601, 0.00010437, 0.00010437, 0.00011567, 0.00011567, 0.00011601]","[1.82366e-05, 2.17143e-05, 2.80861e-05, 4.07581e-05, 4.98587e-05, 6.93361e-05]"
1964,Bulker,34552.0,5,PORT CHALMERS,4,0.0002255413,"[1.0, 1.0, 1.0, 1.0]","[0.32253942, 0.54894714, 0.69825663, 0.73584231]","[0.00012132, 0.00010536, 8.967e-05, 8.967e-05]","[3.9132e-05, 5.78396e-05, 6.26092e-05, 6.59793e-05]"
1965,Reefer,12374.0,7,AUCKLAND,0,0.0003303756,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.24546002, 0.31729114, 0.39828173, 0.48542192, 0.60997055, 0.70536401]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.0001061, 0.0001061]","[3.2389e-05, 4.18672e-05, 5.25541e-05, 6.40524e-05, 6.47182e-05, 7.48395e-05]"
