ports,transits_hours,dwells_hours,n_ports,vessel_type,dwt,cluster_k,nz_destination
"['SHANGHAI', 'SUZHOU', 'HONG KONG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.13584324353048638, 46.83852720218142, 48.065310507124, 199.12325821468943, 95.30734979310182, 114.33550164062014, 123.31018174342623]","[15.303017166644807, 28.267040797119243, 14.978285046601368, 15.57108821966932, 19.575506833716954, 30.760784712221472, 40.641957959581426]",7,Container,65165.0,0,TAURANGA
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONIARA', 'NOUMEA', 'AUCKLAND']","[0.13175990994622766, 67.42932821673038, 94.53673836040873, 72.57312127908271, 172.5786190529826, 72.75619988362142, 127.88744032226194]","[18.216231624894245, 30.339173679230417, 22.362927315009163, 19.716207942325322, 22.55462393045627, 20.457836060168326, 67.80226985493209]",7,Container,50567.0,0,AUCKLAND
"['KINGSTON', 'CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.4049748007595235, 49.0683879611043, 222.99706201189144, 124.75269352477788, 149.38941628253488, 67.38983167566971]","[20.65433710000449, 23.52805985831707, 19.087251370634334, 16.141067721814892, 36.88772059580336, 28.016963250471765]",6,Container,27025.0,1,TAURANGA
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TABOGUILLA', 'TAURANGA']","[0.49954306267401716, 24.026412499201815, 228.85832795282303, 73.78561918166788, 78.53432371272801, 2.8198351552224974, 333.0481086477313]","[17.294801908157318, 16.860049866394927, 18.38834403020652, 13.844436882366848, 21.971585337587186, 26.259589336830825, 30.64285129667567]",7,Container,110387.0,1,TAURANGA
"['BRISBANE', 'BOTANY', 'MELBOURNE', 'LAE', 'HONIARA', 'AUCKLAND']","[1.1830918012808254, 95.30734979310182, 37.63051076866835, 113.50339350350403, 39.93637654028088, 90.87165978446072]","[24.61755813911786, 29.655404443233813, 40.035382403512344, 47.848236699096276, 33.37996101777809, 60.930511847817876]",6,Container,34567.0,3,AUCKLAND
"['LIANYUNGANG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.17881716103504663, 45.51272218898419, 9.913029636006351, 84.80671925922304, 28.81452199383723, 227.5196535592407]","[31.127431565406233, 31.73395239143202, 38.991524899212095, 17.748435350607455, 21.696054894532445, 39.37695335453946]",6,Reefer,12313.0,4,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[0.8625488611820136, 44.02477833557161, 21.613287158666907, 74.30455959530978, 18.456469595115713, 95.3225009801842]","[19.032800553777104, 25.960344748812314, 19.306058834005288, 43.05172329645125, 16.739400754461613, 14.457127561918023]",6,General Cargo,20202.0,2,AUCKLAND
"['KINGSTON', 'CRIST_BAL', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TAURANGA']","[0.21822007523923115, 39.18987445699855, 150.16194757357138, 49.1966134727285, 78.53432371272801, 333.6848902733583]","[15.726305485427119, 13.98348363753805, 16.381509092286528, 14.194325408155029, 14.584364686545769, 29.43481046770806]",6,Container,53160.0,1,TAURANGA
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'NELSON']","[0.25232827570121974, 26.379802574987533, 79.85911797595116, 102.66552006132983, 264.0820291825531]","[16.81876523664011, 17.38636057849584, 20.079087393899044, 13.495969555422874, 21.148456478703363]",5,Container,80454.0,4,NELSON
"['JEBEL ALI', 'DAMMAM', 'LAEM CHABANG', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'AUCKLAND']","[0.1416390014208564, 34.05829182293585, 226.39302958527495, 51.10681407573432, 115.50210111013746, 74.74686166254104, 218.26691198405038]","[20.58800744195131, 23.178367471428622, 36.243876959825194, 18.86701792331977, 16.997908089911412, 45.92388102770262, 47.045743744211876]",7,RoRo,14906.0,0,AUCKLAND
"['SINGAPORE', 'SRIRACHA', 'KLANG', 'NEW PRIOK', 'BRISBANE', 'NEW PLYMOUTH']","[0.20702694773663133, 51.52118737812458, 65.7316627699217, 43.68162131770853, 217.02222483130862, 353.9870122387061]","[42.420712697703934, 46.47174026439936, 49.927748895753524, 56.10635519070062, 66.3344532895697, 86.47571427034282]",6,Bulker,36908.0,4,NEW PLYMOUTH
"['SINGAPORE', 'SRIRACHA', 'PARADIP', 'CILACAP', 'AUCKLAND']","[0.14048614843552354, 166.66997005793695, 149.86537385056417, 207.28639561943896, 288.2331501644458]","[77.82336897376896, 57.36984862072912, 83.25912836446086, 76.37230358209422, 83.22326697171685]",5,Bulker,36644.0,4,AUCKLAND
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'TAURANGA']","[0.3273685049272832, 8.196790298744265, 221.14604407501247, 124.75269352477788, 62.429874895686396]","[23.0170729172028, 17.0902847888193, 16.76652416922941, 26.59386755842102, 23.714995077043053]",5,Container,41028.0,1,TAURANGA
"['PYEONGTAEK', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.2639128564657789, 34.77513032449096, 61.25981782763505, 37.91240593308088, 22.20035790992614, 198.23240055639243, 225.65654023716436]","[14.315649204806515, 14.570130573643931, 11.579450621800675, 14.383817199301468, 9.926177474433862, 26.770033217531793, 41.09536748796415]",7,RoRo,16837.0,0,AUCKLAND
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","[1.5455631595097032, 26.38457100658007, 16.14191479284453, 4.209134550596827, 242.34135063520793, 92.27075570997413, 147.20324244895568]","[23.256238246686767, 27.005870204418862, 29.88689110086338, 17.911185159201402, 24.254474254049505, 27.13625473389082, 59.20256402323213]",7,RoRo,14906.0,4,AUCKLAND
"['OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'APRA HARBOR', 'BRISBANE', 'KEMBLA', 'AUCKLAND']","[0.762233758084323, 27.837568497445588, 14.476558012761158, 69.37946446810176, 132.79021535332367, 76.91470334180146, 64.88306220405859]","[22.042782646760774, 15.664553900631578, 12.646426440893903, 8.535833810504187, 10.122734614420603, 25.510033752721334, 30.61061590857931]",7,RoRo,15068.0,0,AUCKLAND
"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.6069365218975062, 12.359417031174374, 40.96231625230074, 65.37212861269774, 190.32373473445318, 95.30734979310182, 104.92378531320088]","[31.343587288362414, 21.360161668896616, 16.783554137402426, 9.824647106932021, 22.683338608242053, 36.95196089549131, 48.763228376449725]",7,Container,38004.0,4,AUCKLAND
"['GROSSENSIEL', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'AUCKLAND']","[0.966871406250186, 62.52364387881085, 167.61365002278882, 75.17443470199021, 414.3345250327306]","[33.963747476459176, 27.39276910824501, 32.78316227047181, 22.250323368906994, 19.22729158879849]",5,RoRo,23889.0,1,AUCKLAND
"['QINGDAO', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'AUCKLAND']","[0.26248821303563674, 79.85810744547923, 16.162548319575574, 40.96231625230074, 263.24159665181946]","[16.576742722481217, 20.039115204507006, 13.879892817744226, 15.77363123416567, 17.007589441793428]",5,Container,30420.0,0,AUCKLAND
"['NOUMEA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'AUCKLAND']","[0.7830056675555921, 38.9195485238627, 95.67264599283295, 21.613287158666907, 130.25105627463662]","[30.586589895158998, 31.039018292859488, 39.76275329350813, 65.29043293181606, 64.77810897230174]",5,General Cargo,12746.0,3,AUCKLAND
"['YOKKAICHI', 'YOKOHAMA', 'SAIPAN', 'BRISBANE', 'AUCKLAND']","[0.3520053082508605, 16.969596494543435, 67.94656300195966, 131.8972546929612, 154.00900794565098]","[28.675343016594322, 19.06221394284468, 11.399590441402827, 15.913536087507456, 42.39200762313006]",5,RoRo,12909.0,0,AUCKLAND
"['SUVA', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.661198306036098, 204.8519531129458, 37.91240593308088, 22.20035790992614, 242.57593941877514]","[22.45576343910319, 18.911840689605054, 14.341993428082814, 15.545927823519445, 29.686761715750855]",5,RoRo,12909.0,0,AUCKLAND
"['BRISBANE', 'KEMBLA', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[2.3955615398837136, 59.655486445433425, 221.58212780767076, 31.271544756063896, 16.654462738635864, 198.23240055639243, 147.27161774204566]","[19.405155004255523, 22.209201756490465, 15.345682758595732, 15.810832264479163, 12.851215394627005, 24.25838872778844, 40.496706261831896]",7,RoRo,21856.0,3,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'TAURANGA']","[0.4717596448369985, 40.65521915404751, 101.59737526153792, 80.99555077770938, 412.2192139860865]","[21.94210766770939, 18.79127418415713, 20.959868878532887, 20.46635341505773, 31.635601234480895]",5,Container,26868.0,1,TAURANGA
"['YOKKAICHI', 'YOKOHAMA', 'APRA HARBOR', 'BRISBANE', 'KEMBLA', 'AUCKLAND']","[0.3403495283708322, 7.652630542587898, 69.37946446810176, 159.28238814764825, 76.91470334180146, 64.88306220405859]","[37.620914063839585, 18.548284469883885, 7.857603742750316, 11.11975291881475, 22.83795126966236, 28.427513073312912]",6,RoRo,18918.0,0,AUCKLAND
"['SHANGHAI', 'MASAN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.3451473422756963, 52.031640835189755, 32.68391125149165, 20.37028849443968, 22.20035790992614, 214.74813305620512, 99.12604060852075]","[20.761003660529024, 14.769840372934047, 12.527591279432444, 10.433752145937003, 18.049002975787612, 31.55357168921274, 35.52743117413478]",7,RoRo,20581.0,0,AUCKLAND
"['SAVANNAH', 'KINGSTON', 'ELIZABETH', 'DURBAN', 'FREMANTLE', 'MELBOURNE', 'AUCKLAND']","[0.6181548324370747, 66.71607659129135, 313.10981193418246, 72.62524708671273, 221.60136305798594, 142.3359874761027, 290.6606493519105]","[18.034683314126873, 28.670867746357978, 45.49451822326126, 27.463987706818436, 26.549917266831716, 45.04563631441679, 47.861292388185504]",7,RoRo,30137.0,1,AUCKLAND
"['SHENZHEN', 'HONG KONG', 'GUANGZHOU', 'LAE', 'HONIARA', 'NOUMEA', 'AUCKLAND']","[0.14187284830985192, 4.615462508771459, 21.402362491473518, 143.36385089222418, 51.43450656986153, 140.76958918140573, 105.9156159662343]","[12.236921079621345, 26.48006895198446, 23.881867349482803, 14.149089016399097, 22.809579201711674, 21.179951050574186, 49.242869019976716]",7,Container,30721.0,0,AUCKLAND
"['BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","[0.38117337071259505, 30.891215673640076, 25.81950454329173, 27.69407804205804, 63.87971588131542]","[24.273130496088374, 31.064480408044233, 25.590497705531853, 36.28096300915494, 33.99602122428724]",5,Container,22968.0,3,AUCKLAND
"['SINGAPORE', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'TAURANGA']","[0.1522463483173111, 236.79697110759776, 95.90123942589354, 72.4491620314241, 157.8001949530416]","[84.2154390289343, 59.04479696896481, 72.66692752524902, 113.99695483708913, 121.89218104010712]",5,Bulker,38584.0,4,TAURANGA
"['KANDLA', 'DANGJIN', 'UBE', 'GAMCHEON', 'KANDA', 'BRISBANE', 'WELLINGTON']","[0.14266071147081805, 284.1855457079822, 27.447476692056274, 31.58198634029885, 24.10743284881316, 215.31392615800436, 278.5065216914657]","[46.806614664359266, 42.565355817949474, 38.56110582276121, 41.38252049705151, 61.9188752678921, 135.51168527811427, 107.25174842236711]",7,General Cargo,58018.0,4,WELLINGTON
"['MIZUSHIMA', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.3703664429309639, 17.96181339016806, 13.770364915047782, 11.982717037611488, 8.013415905699798, 199.38612944101382, 131.81483809864673]","[18.616355215644695, 12.805340148142207, 14.738995314231564, 11.650142954902549, 19.93315718660396, 16.690696438934253, 48.61714284439419]",7,RoRo,12988.0,0,AUCKLAND
"['PAPEETE', 'NEW WESTMINSTER', 'LOS ANGELES', 'SAN FRANCISCO', 'BOTANY', 'AUCKLAND']","[0.6965813042276268, 217.68622210106784, 158.35651255329344, 81.37292205249211, 317.20608118512826, 118.70160412209069]","[36.364879296703165, 33.56503211701537, 19.086364865634735, 24.21393460781518, 39.39585803446726, 53.466699508159344]",6,Container,59266.0,1,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'AUCKLAND']","[0.14708211012853312, 61.52172364795689, 31.13157016655385, 44.445552739498574, 263.4502788374433]","[13.317933863757904, 19.177193548518705, 20.628812015989567, 16.25529971259811, 12.357073428821668]",5,Container,65710.0,0,AUCKLAND
"['SINGAPORE', 'KLANG', 'LAE', 'MOTUKEA ISLAND', 'TAURANGA']","[0.13175019359975204, 14.605210819347036, 217.08167022343315, 48.3607448821999, 160.3623313171499]","[28.305296956114887, 17.65696349010448, 37.40529040897844, 37.5515891153853, 35.06294158675448]",5,Tanker,12494.0,0,TAURANGA
"['ANTWERPEN', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'SUEZ', 'MELBOURNE', 'AUCKLAND']","[0.6413355416864812, 40.46087798626944, 167.61365002278882, 120.34952587595048, 290.14103939477394, 384.33601020188723, 182.11669177873335]","[26.24386875282573, 26.860739893359597, 40.0392043098522, 33.220024525600664, 23.360157102906307, 58.03173040247083, 56.36131564073112]",7,RoRo,27100.0,1,AUCKLAND
"['TABOGUILLA', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.32222076277572187, 2.8198351552224974, 54.259853201028896, 56.05576090500308, 43.0106033739595, 122.96024633971207, 393.667715631284]","[30.746075570730884, 27.500748465944472, 37.75946674566532, 39.50036506760113, 36.31488293372482, 31.98104299671376, 37.816847896841466]",7,Container,30156.0,1,TAURANGA
"['YOKOHAMA', 'YOKKAICHI', 'OSAKA', 'MOJI', 'AUCKLAND']","[0.8160059244053048, 10.46454585901376, 15.168805774195246, 12.729364395920388, 257.58430966834277]","[22.853107360357484, 17.51662759782802, 17.36794906809356, 15.939658716900762, 17.829732571574098]",5,RoRo,14906.0,0,AUCKLAND
"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'NEIAFU', 'AUCKLAND']","[1.3098940535036032, 86.26219297990872, 73.66830391078216, 18.207653108508016, 25.99269760707245, 26.02817292768094, 81.52938914104605]","[25.659567195918946, 29.451885536757718, 22.62342472138692, 30.668086608738033, 44.510123242929666, 25.74730663254784, 64.98335506404663]",7,Container,8252.0,2,AUCKLAND
"['TABOGUILLA', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.2184815413744381, 2.8198351552224974, 75.3349048227318, 79.860422915544, 53.534335777808046, 79.48761403812564, 358.0416654449175]","[21.7233527492048, 26.985887187259458, 18.89300074980165, 33.94709347821304, 32.723552415872035, 41.886700626716475, 46.584580815207445]",7,Container,53176.0,1,TAURANGA
"['LAEM CHABANG', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'AUCKLAND']","[0.6572308883289006, 50.57468835414671, 126.44195994917631, 64.3917262605061, 67.68893277719002, 136.63751037819557]","[18.01653453485405, 24.157106566410558, 19.460475706815394, 15.496185911038921, 25.08348226172685, 26.43374482114876]",6,RoRo,12988.0,0,AUCKLAND
"['TOKYO', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.4705074479978344, 33.271117198383415, 28.813428509141474, 16.872272011543867, 221.68423171763666]","[18.660284506726786, 31.320127306826222, 19.848102776409476, 26.74193598001257, 26.80280581874773]",5,Reefer,10100.0,0,AUCKLAND
"['GUANGZHOU', 'KAOHSIUNG', 'SHANGHAI', 'ZHOUSHAN', 'HONG KONG', 'AUCKLAND']","[0.3573154605496818, 21.214306478639195, 45.9342489625044, 16.162548319575574, 49.115350231817956, 262.4080045350207]","[21.10620293779696, 18.909342888190626, 23.088103399517237, 16.38180506644536, 10.72656856388283, 12.775194528400018]",6,Container,51737.0,0,AUCKLAND
"['XIAMEN', 'HONG KONG', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'KEMBLA', 'WELLINGTON']","[0.25805247551082044, 32.93984023510873, 27.34746318354949, 37.79582621565691, 249.47840904381025, 96.41235216279668, 184.55131939778428]","[37.8325120397178, 55.852113101750916, 48.464334888527944, 38.63785195839016, 37.246253647104126, 95.4745861762623, 85.25184402150781]",7,Bulker,61115.0,4,WELLINGTON
"['ANTWERPEN', 'MARCHWOOD', 'BALTIMORE', 'LAEM CHABANG', 'NAPIER']","[0.9126889329049603, 40.46087798626944, 167.61365002278882, 560.6325305978422, 303.03456268847395]","[22.922605412113008, 19.734516080460352, 22.142371342829087, 23.32822123339034, 14.379073337374138]",5,RoRo,23959.0,1,NAPIER
"['TOKYO', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.1956888562048429, 47.1923464711252, 28.813428509141474, 16.872272011543867, 221.68423171763666]","[18.88143865468743, 16.279163797049613, 13.280030121806792, 8.504609476740526, 20.11311098657577]",5,Reefer,12374.0,0,AUCKLAND
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.29515922321127275, 262.1869364688899, 172.0203952888182, 63.83304983626343, 32.773015151795164, 33.84172972690573, 87.60904451421487]","[22.909424103685843, 22.4403629220634, 18.515595721072934, 32.13648997205594, 17.59590504969049, 28.406137569841004, 33.6730172226387]",7,Container,26871.0,1,TAURANGA
"['YOKKAICHI', 'YOKOHAMA', 'OSAKA', 'MIKAWA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.2700544538417584, 6.758592275140162, 17.085153523068563, 12.155192951149179, 9.621312271723117, 199.38612944101382, 139.72252123701637]","[32.20400342386191, 19.893810239342237, 16.845997595816495, 11.960067406671627, 20.198613008791437, 20.49462958996518, 44.55917676461502]",7,RoRo,15089.0,0,AUCKLAND
"['BUSAN NEW', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'HONG KONG', 'BRISBANE', 'NELSON']","[0.08247102192491673, 72.90469376390612, 16.162548319575574, 66.26205095220669, 10.41279762991974, 199.12325821468943, 116.6927524625157]","[29.991633907075055, 29.246900675762056, 19.177495056628306, 16.047390738327227, 29.003586037750853, 39.05448807883181, 51.411650037555894]",7,Container,51731.0,0,NELSON
"['LOS ANGELES', 'CRIST_BAL', 'TABOGUILLA', 'GUAYAQUIL', 'NAPIER']","[0.9668537821541883, 156.14551207404637, 9.426308843555903, 37.94574191877842, 319.1669003328329]","[43.43966747903069, 44.63959628363401, 51.7867459570043, 53.771508996453406, 56.10060043231916]",5,General Cargo,37720.0,1,NAPIER
"['MOKPO', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.364623174211256, 30.797432522183083, 27.692182732957157, 37.91240593308088, 22.20035790992614, 198.23240055639243, 165.4144330831796]","[14.892503526417329, 14.617905035634385, 11.192364961587725, 14.101824960508539, 13.715143695103157, 23.281075155160547, 39.963403174169535]",7,RoRo,12909.0,0,AUCKLAND
"['SEATTLE', 'NEW WESTMINSTER', 'LOS ANGELES', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[2.8413410168317577, 19.680742948899194, 73.03342280209918, 324.609313382862, 106.42385780813518, 264.6354920060564]","[22.085510639028936, 25.796186857197636, 26.02692780168291, 34.163824546569295, 37.16938978201535, 32.39558878920882]",6,Container,53142.0,1,TAURANGA
"['BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'AUCKLAND']","[0.23662483725020245, 80.39469090305492, 66.14973294435732, 4.615462508771459, 262.4080045350207]","[26.416666136527244, 28.625122628290832, 18.62800870237626, 24.882490342987463, 40.66429265559642]",5,Container,50567.0,0,AUCKLAND
"['GUANGZHOU', 'HONG KONG', 'ZHOUSHAN', 'ZHUHAI', 'NAPIER']","[0.24273440242301958, 9.127168852638178, 40.12872413550199, 39.32098887072484, 276.7099251025496]","[22.3040264599425, 16.923468853706513, 13.877685006229589, 7.460722481123851, 19.14506320780154]",5,Container,50595.0,0,NAPIER
"['SHENZHEN', 'HONG KONG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","[0.31662803737599354, 4.615462508771459, 199.12325821468943, 73.05968469966184, 108.30624096840445, 54.95311266160141, 109.70391640223859]","[20.205664129342356, 22.50909956391259, 14.335866108023719, 21.18823070955183, 23.53026760399547, 27.612628310657005, 47.90998061539809]",7,Container,30700.0,0,AUCKLAND
"['LOS ANGELES', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'NEW PLYMOUTH']","[0.6715472464132186, 425.5013972721299, 107.71929706351818, 146.09536320745903, 82.52239688503244]","[80.2783472213336, 61.26151052654003, 58.47108678279665, 64.0215564547527, 75.37517787129501]",5,Bulker,37687.0,1,NEW PLYMOUTH
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'NEIAFU', ""NUKU'ALOFA"", 'AUCKLAND']","[0.3375931289293892, 57.32543632307984, 18.794162746666878, 20.415660268849653, 57.316834154147195, 36.160218128091586, 97.6245130490196]","[24.500369503072662, 20.430591312356338, 26.42958853709582, 47.01077762734788, 27.38947380374573, 19.287875204775098, 71.00168877484177]",7,Container,22968.0,2,AUCKLAND
"['SUVA', 'LAUTOKA', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.23714403199316725, 18.518022387428275, 36.71276999931378, 36.24056794000994, 85.3351986126055, 44.427613218375015, 84.74687277518373]","[24.014140125045554, 29.64435923027835, 19.06309938195137, 26.372379786215266, 17.1254733207652, 26.67620734799607, 43.117383930392]",7,Container,22968.0,2,TAURANGA
